DATE,STORE_NBR,LYLTY_CARD_NBR,TXN_ID,PROD_NBR,PROD_NAME,PROD_QTY,TOT_SALES,PACK_SIZE,BRAND,LIFESTAGE,PREMIUM_CUSTOMER
2019-03-19,1,1081,94,8,Smiths Crinkle Cut  Chips Original 170g,1,2.9,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-11-25,1,1184,216,2,Cobs Popd Sour Crm  &Chives Chips 110g,1,3.8,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-11-10,1,1307,346,96,WW Original Stacked Chips 160g,2,3.8,160,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2019-03-09,1,1307,347,54,CCs Original 175g,1,2.1,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2018-11-01,1,1348,390,28,Thins Potato Chips  Hot & Spicy 175g,1,3.3,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-03-13,1,1348,391,48,Red Rock Deli Sp    Salt & Truffle 150G,1,2.7,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-04-06,1,1395,453,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-07-30,1,1411,475,12,Natural Chip Co     Tmato Hrb&Spce 175g,1,3.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-10-18,1,1411,476,92,WW Crinkle Cut      Chicken 175g,1,1.7,175,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-11-05,1,1411,477,36,Kettle Chilli 175g,1,5.4,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-04,1,1411,478,30,Doritos Corn Chips  Cheese Supreme 170g,1,4.4,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-03-11,1,1475,557,23,Cheezels Cheese 330g,1,5.7,330,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2019-04-21,1,1491,577,113,Twisties Chicken270g,1,4.6,270,Twisties,MIDAGE SINGLES/COUPLES,Budget
2019-01-03,1,1495,580,107,Smiths Crinkle Cut  French OnionDip 150g,1,2.6,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-09-23,2,2203,805,28,Thins Potato Chips  Hot & Spicy 175g,1,3.3,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-12-14,2,2256,866,55,Snbts Whlgrn Crisps Cheddr&Mstrd 90g,1,1.7,90,Sunbites,MIDAGE SINGLES/COUPLES,Budget
2019-05-02,2,2256,867,24,Grain Waves         Sweet Chilli 210g,1,3.6,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2019-01-09,2,2386,996,56,Cheezels Cheese Box 125g,1,2.1,125,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2019-04-11,2,2386,997,68,Pringles Chicken    Salt Crips 134g,1,3.7,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-05,2,2389,999,18,Cheetos Chs & Bacon Balls 190g,1,3.3,190,Cheetos,MIDAGE SINGLES/COUPLES,Budget
2018-09-26,2,2438,1053,16,Smiths Crinkle Chips Salt & Vinegar 330g,1,5.7,330,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-03-30,2,2438,1054,96,WW Original Stacked Chips 160g,2,3.8,160,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2019-02-23,2,2444,1057,99,Pringles Sthrn FriedChicken 134g,1,3.7,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-12-17,2,2454,1071,34,Pringles Slt Vingar 134g,1,3.7,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-04-08,2,2481,1092,106,Natural ChipCo      Hony Soy Chckn175g,1,3.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2018-10-09,3,3164,1778,23,Cheezels Cheese 330g,2,11.4,330,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2018-11-03,3,3164,1779,4,Dorito Corn Chp     Supreme 380g,2,13.0,380,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-01-24,3,3164,1780,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-02-14,3,3164,1781,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-06-11,3,3164,1782,36,Kettle Chilli 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-07-03,3,3167,1792,81,Pringles Original   Crisps 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-07-18,3,3167,1793,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-07-28,3,3167,1794,40,Thins Chips Seasonedchicken 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-03-28,3,3167,1795,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2019-05-08,3,3167,1796,23,Cheezels Cheese 330g,2,11.4,330,Cheezels,MIDAGE SINGLES/COUPLES,Budget
2019-05-26,3,3167,1797,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-02,3,3326,2481,44,Thins Chips Light&  Tangy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-04-23,3,3326,2482,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-04-29,3,3326,2483,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-06-11,3,3326,2484,40,Thins Chips Seasonedchicken 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-09-14,3,3349,2569,89,Kettle Sweet Chilli And Sour Cream 175g,1,5.4,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-01-29,3,3349,2571,88,Kettle Honey Soy    Chicken 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-23,3,3349,2572,25,Pringles SourCream  Onion 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-26,3,3349,2573,75,Cobs Popd Sea Salt  Chips 110g,1,3.8,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-08-06,4,4016,2713,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-01-02,4,4016,2714,50,Tostitos Lightly    Salted 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2019-03-31,4,4016,2715,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-07-13,4,4072,2965,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-10-13,4,4072,2966,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2019-01-31,4,4072,2968,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-02-08,4,4072,2969,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-02-24,4,4072,2970,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-04-28,4,4072,2971,25,Pringles SourCream  Onion 134g,1,3.7,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-08-06,4,4074,2978,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,Tyrrells,MIDAGE SINGLES/COUPLES,Budget
2018-08-09,4,4074,2979,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-12-12,4,4074,2980,4,Dorito Corn Chp     Supreme 380g,2,13.0,380,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-03-05,4,4074,2981,51,Doritos Mexicana    170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-10-09,4,4106,3135,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-04-13,4,4106,3136,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-06-27,4,4106,3137,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-06-30,4,4106,3138,113,Twisties Chicken270g,2,9.2,270,Twisties,MIDAGE SINGLES/COUPLES,Budget
2018-07-06,4,4149,3330,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-07-18,4,4149,3331,112,Tyrrells Crisps     Ched & Chives 165g,2,8.4,165,Tyrrells,MIDAGE SINGLES/COUPLES,Budget
2019-04-07,4,4149,3332,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-11-30,4,4196,3537,93,Doritos Corn Chip Southern Chicken 150g,2,7.8,150,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-01-14,4,4196,3538,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-06-30,4,4196,3540,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-08-21,4,4363,4282,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-03-23,4,4363,4284,40,Thins Chips Seasonedchicken 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-06-18,4,4363,4286,15,Twisties Cheese     270g,2,9.2,270,Twisties,MIDAGE SINGLES/COUPLES,Budget
2019-06-30,4,4363,4287,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-12-02,4,4371,4315,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-12-24,4,4371,4316,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-03-04,4,4371,4317,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-12-29,5,5015,4450,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-02-24,5,5015,4451,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-04-24,5,5015,4452,81,Pringles Original   Crisps 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-06-04,5,5015,4453,9,Kettle Tortilla ChpsBtroot&Ricotta 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-06-06,5,5015,4454,45,Smiths Thinly Cut   Roast Chicken 175g,2,6.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-09-02,5,5018,4465,52,Grain Waves Sour    Cream&Chives 210G,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-09-18,5,5018,4466,66,CCs Nacho Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2019-01-17,5,5018,4467,53,RRD Sweet Chilli &  Sour Cream 165g,2,6.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-06-01,5,5018,4468,91,CCs Tasty Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2018-07-07,5,5026,4524,13,Red Rock Deli Thai  Chilli&Lime 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-09-09,5,5026,4526,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-09-17,5,5026,4527,83,WW D/Style Chip     Sea Salt 200g,2,3.8,200,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-10-31,5,5026,4528,44,Thins Chips Light&  Tangy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-07-09,5,5028,4534,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-08-11,5,5028,4535,67,RRD Chilli&         Coconut 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-09-20,5,5028,4536,94,Burger Rings 220g,2,4.6,220,Burger,MIDAGE SINGLES/COUPLES,Budget
2018-10-26,5,5028,4537,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-10-29,5,5028,4538,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-23,5,5028,4539,92,WW Crinkle Cut      Chicken 175g,2,3.4,175,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2019-04-01,5,5028,4541,82,Smith Crinkle Cut   Mac N Cheese 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-04-06,5,5028,4542,66,CCs Nacho Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2018-09-24,5,5050,4664,4,Dorito Corn Chp     Supreme 380g,2,13.0,380,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-11-01,5,5050,4665,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-11-19,5,5050,4666,18,Cheetos Chs & Bacon Balls 190g,2,6.6,190,Cheetos,MIDAGE SINGLES/COUPLES,Budget
2018-12-05,5,5050,4667,5,Natural Chip        Compny SeaSalt175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2019-02-22,5,5050,4669,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2019-03-09,5,5050,4670,67,RRD Chilli&         Coconut 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-06-11,5,5050,4672,61,Smiths Crinkle Cut  Chips Chicken 170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-03-15,5,5091,4905,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-06-23,5,5091,4906,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-07-11,5,5115,5031,103,RRD Steak &         Chimuchurri 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-10-22,5,5115,5032,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-12-16,5,5115,5033,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-12-28,5,5115,5034,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2019-02-07,5,5115,5035,85,RRD Honey Soy       Chicken 165g,2,6.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-04-13,5,5115,5036,83,WW D/Style Chip     Sea Salt 200g,2,3.8,200,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-08-24,5,5136,5172,69,Smiths Chip Thinly  S/Cream&Onion 175g,2,6.0,175,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-10-02,5,5136,5173,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-10-08,5,5136,5174,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-12-02,5,5136,5175,50,Tostitos Lightly    Salted 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2018-12-14,5,5136,5176,48,Red Rock Deli Sp    Salt & Truffle 150G,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-03-10,5,5136,5177,66,CCs Nacho Cheese    175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2019-06-28,5,5136,5178,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,Sunbites,MIDAGE SINGLES/COUPLES,Budget
2018-07-14,6,6005,5768,68,Pringles Chicken    Salt Crips 134g,1,3.7,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-11-19,6,6005,5769,54,CCs Original 175g,2,4.2,175,CCs,MIDAGE SINGLES/COUPLES,Budget
2019-06-16,6,6005,5770,97,RRD Salt & Vinegar  165g,1,3.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-02-13,6,6086,5869,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-08-13,6,6119,5912,83,WW D/Style Chip     Sea Salt 200g,2,3.8,200,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-10-27,6,6138,5932,77,Doritos Corn Chips  Nacho Cheese 170g,2,8.8,170,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-07-09,6,6234,6025,78,Thins Chips Salt &  Vinegar 175g,1,3.3,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-12-09,6,6382,6169,85,RRD Honey Soy       Chicken 165g,1,3.0,165,RRD,MIDAGE SINGLES/COUPLES,Budget
2018-09-22,7,7075,6595,15,Twisties Cheese     270g,2,9.2,270,Twisties,MIDAGE SINGLES/COUPLES,Budget
2019-02-06,7,7075,6596,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-05-22,7,7075,6597,3,Kettle Sensations   Camembert & Fig 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-07-21,7,7077,6601,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-08-06,7,7077,6602,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-10-14,7,7077,6603,15,Twisties Cheese     270g,2,9.2,270,Twisties,MIDAGE SINGLES/COUPLES,Budget
2018-10-26,7,7077,6604,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-11-08,7,7077,6605,74,Tostitos Splash Of  Lime 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2019-03-12,7,7077,6606,40,Thins Chips Seasonedchicken 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-11-20,7,7084,6629,40,Thins Chips Seasonedchicken 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-01-29,7,7084,6631,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-02-03,7,7084,6632,113,Twisties Chicken270g,2,9.2,270,Twisties,MIDAGE SINGLES/COUPLES,Budget
2019-02-19,7,7084,6633,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-05-23,7,7084,6634,36,Kettle Chilli 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-07-27,7,7133,6813,102,Kettle Mozzarella   Basil & Pesto 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-10-14,7,7133,6814,75,Cobs Popd Sea Salt  Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2018-11-24,7,7133,6815,71,Twisties Cheese     Burger 250g,2,8.6,250,Twisties,MIDAGE SINGLES/COUPLES,Budget
2019-01-19,7,7133,6816,25,Pringles SourCream  Onion 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-26,7,7133,6817,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-08-04,7,7150,6899,90,Tostitos Smoked     Chipotle 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2018-10-31,7,7150,6901,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-11-01,7,7150,6902,87,Infuzions BBQ Rib   Prawn Crackers 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-01-05,7,7150,6903,104,Infuzions Thai SweetChili PotatoMix 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-04-17,7,7150,6904,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-09-12,7,7173,6999,62,Pringles Mystery    Flavour 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-10-29,7,7173,7000,31,Infzns Crn Crnchers Tangy Gcamole 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2019-01-16,7,7173,7001,109,Pringles Barbeque   134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-03-15,7,7173,7002,14,Smiths Crnkle Chip  Orgnl Big Bag 380g,2,11.8,380,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-04-16,7,7173,7003,28,Thins Potato Chips  Hot & Spicy 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-04-24,7,7173,7004,16,Smiths Crinkle Chips Salt & Vinegar 330g,2,11.4,330,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-09-01,7,7215,7172,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-09-18,7,7215,7173,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-02,7,7215,7174,114,Kettle Sensations   Siracha Lime 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-05-05,7,7215,7175,68,Pringles Chicken    Salt Crips 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-01-10,7,7364,7739,50,Tostitos Lightly    Salted 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2019-01-10,7,7364,7739,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-02-11,7,7364,7740,60,Kettle Tortilla ChpsFeta&Garlic 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-03-23,7,7364,7741,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2018-12-05,8,8092,7931,108,Kettle Tortilla ChpsHny&Jlpno Chili 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2019-05-08,8,8105,7949,99,Pringles Sthrn FriedChicken 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-07-14,8,8291,8219,70,Tyrrells Crisps     Lightly Salted 165g,2,8.4,165,Tyrrells,MIDAGE SINGLES/COUPLES,Budget
2019-03-11,8,8294,8222,78,Thins Chips Salt &  Vinegar 175g,2,6.6,175,Thins,MIDAGE SINGLES/COUPLES,Budget
2019-06-27,8,8294,8223,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2019-06-25,8,8333,8281,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2019-03-07,9,9140,8536,84,GrnWves Plus Btroot & Chilli Jam 180g,2,6.2,180,Grain,MIDAGE SINGLES/COUPLES,Budget
2018-11-26,9,9205,8630,50,Tostitos Lightly    Salted 175g,2,8.8,175,Tostitos,MIDAGE SINGLES/COUPLES,Budget
2018-12-28,9,9208,8633,24,Grain Waves         Sweet Chilli 210g,2,7.2,210,Grain,MIDAGE SINGLES/COUPLES,Budget
2019-02-03,9,9211,8636,105,Woolworths Cheese   Rings 190g,1,1.8,190,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-10-16,9,9268,8706,67,RRD Chilli&         Coconut 150g,2,5.4,150,RRD,MIDAGE SINGLES/COUPLES,Budget
2019-06-04,9,9268,8708,49,Infuzions SourCream&Herbs Veg Strws 110g,2,7.6,110,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-11-24,9,9273,8715,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2019-04-16,9,9273,8716,20,Doritos Cheese      Supreme 330g,2,11.4,330,Doritos,MIDAGE SINGLES/COUPLES,Budget
2018-12-04,9,9420,8927,19,Smiths Crinkle Cut  Snag&Sauce 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-07-25,10,10118,9739,63,Kettle 135g Swt Pot Sea Salt,2,8.4,135,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-11-04,10,10118,9740,107,Smiths Crinkle Cut  French OnionDip 150g,2,5.2,150,Smiths,MIDAGE SINGLES/COUPLES,Budget
2018-11-15,10,10118,9741,105,Woolworths Cheese   Rings 190g,2,3.6,190,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-12-05,10,10118,9742,33,Cobs Popd Swt/Chlli &Sr/Cream Chips 110g,2,7.6,110,Cobs,MIDAGE SINGLES/COUPLES,Budget
2019-03-23,10,10118,9743,34,Pringles Slt Vingar 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2019-05-30,10,10118,9744,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-07-20,10,10161,10001,46,Kettle Original 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-08-05,10,10161,10002,17,Kettle Sensations   BBQ&Maple 150g,2,9.2,150,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-12-24,10,10161,10004,62,Pringles Mystery    Flavour 134g,2,7.4,134,Pringles,MIDAGE SINGLES/COUPLES,Budget
2018-07-03,10,10192,10174,21,WW Sour Cream &OnionStacked Chips 160g,2,3.8,160,Woolworths,MIDAGE SINGLES/COUPLES,Budget
2018-08-01,10,10192,10175,38,Infuzions Mango     Chutny Papadums 70g,2,4.8,70,Infuzions,MIDAGE SINGLES/COUPLES,Budget
2018-12-18,10,10192,10176,100,Smiths Crinkle Cut  Chips Chs&Onion170g,2,5.8,170,Smiths,MIDAGE SINGLES/COUPLES,Budget
2019-05-21,10,10192,10177,12,Natural Chip Co     Tmato Hrb&Spce 175g,2,6.0,175,Natural,MIDAGE SINGLES/COUPLES,Budget
2019-06-04,10,10192,10178,36,Kettle Chilli 175g,2,10.8,175,Kettle,MIDAGE SINGLES/COUPLES,Budget
2018-12-20,10,10200,10223,95,Sunbites Whlegrn    Crisps Frch/Onin 90g,2,3.4,90,Sunbites,MIDAGE SINGLES/COUPLES,Budget
